id,title,url,is_paid,price,duration,level,subject,source
177,Build a DCF Valuation Model,https://www.udemy.com/build-a-dcf-valuation-model/,TRUE,50,5.5,All Levels,Business Finance,Udemy
178,Introductory Financial Accounting,https://www.udemy.com/introductory-financial-accounting/,TRUE,80,10,Beginner,Business Finance,Udemy
179,Introduction to Cryptocurrencies and Blockchain,https://www.udemy.com/introduction-to-cryptocurrencies/,FALSE,0,2,Beginner,Business Finance,Udemy
180,Trade Pullback Candlestick Strategy - Make Consistent Pips,https://www.udemy.com/make-consistent-profit-using-pullback-candlestick-strategy/,TRUE,200,3,All Levels,Business Finance,Udemy
181,Accounting Standards Basics (Professional Course Level),https://www.udemy.com/basics-of-accounting-standards/,TRUE,20,0.7,All Levels,Business Finance,Udemy
182,Use the Magic Multiple Moving Average Forex Trading system,https://www.udemy.com/the-magic-multiple-moving-average-forex-trading-system/,TRUE,50,1,Intermediate,Business Finance,Udemy
183,QuickBooks 2015 Training for Newbies,https://www.udemy.com/free-training-quickbooks-2015/,TRUE,200,6,Beginner,Business Finance,Udemy
184,TRADING PSYCHOLOGY: Trading Mindset Mastery,https://www.udemy.com/trading-psychology-trading-mindset-mastery/,TRUE,120,1,Intermediate,Business Finance,Udemy
185,Option Trading: How to Adjust Delta-Neutral Strangles!,https://www.udemy.com/option-trading-selling-strangles/,TRUE,145,1.5,All Levels,Business Finance,Udemy
186,Profitable binary option trading strategy,https://www.udemy.com/binaryoptions/,TRUE,195,1.5,All Levels,Business Finance,Udemy
187,Tax Strategy: Financial Planning for Beginners,https://www.udemy.com/taxsavingstrategy/,TRUE,200,2,All Levels,Business Finance,Udemy
188,Accounting 2 Simplified for You,https://www.udemy.com/accounting-2-simplified-for-you/,TRUE,45,5,Beginner,Business Finance,Udemy
189,Project Funding Modelling (for Professionals),https://www.udemy.com/project-funding-modelling/,TRUE,20,1.5,All Levels,Business Finance,Udemy
190,Investing: How I Consistently Beat The Stock Market,https://www.udemy.com/beat-the-stock-market/,TRUE,200,4.5,All Levels,Business Finance,Udemy
191,Bookkeeping Basics:  Understand the Fundamentals,https://www.udemy.com/bookkeeping-basics/,TRUE,75,4.5,Beginner,Business Finance,Udemy
192,Leasing - A Comprehensive Study (Professional Course Level),https://www.udemy.com/leasing-a-comprehensive-study/,TRUE,20,3.5,All Levels,Business Finance,Udemy
193,Trading Options For Consistent Returns: Options Basics,https://www.udemy.com/trading-options-for-income/,FALSE,0,1.5,Beginner,Business Finance,Udemy
194,TechniTrader Leading Hybrid Indicator Trading,https://www.udemy.com/leading-hybrid-indicator-trading/,TRUE,20,1,Intermediate,Business Finance,Udemy
195,Financial modeling: Build a DCF equity valuation model,https://www.udemy.com/guide-to-do-a-step-by-step-discounted-cash-flow-valuation/,TRUE,20,1.5,All Levels,Business Finance,Udemy
196,CryptoArbitrager: Bitcoin Trading Robot (no mining),https://www.udemy.com/cryptoarbitrager-trade-bitcoin-vs-litecoin-with-arbitrage-robot/,TRUE,150,0.55,All Levels,Business Finance,Udemy
197,Accounting Is Easy (for Beginners),https://www.udemy.com/fundamentals-of-accountancy/,TRUE,20,9,All Levels,Business Finance,Udemy
198,Non Directional Weekly Options Trading System - ETF & Emini,https://www.udemy.com/etf-stock-options-non-directional-weekly-trading-system/,TRUE,200,2,All Levels,Business Finance,Udemy
199,The Complete Position Trading Course: Position Trading Stock,https://www.udemy.com/position-trading-course/,TRUE,45,1,All Levels,Business Finance,Udemy
200,Master Iron Condors - Double the credit for half the risk,https://www.udemy.com/iron-condor-options-trading-strategy/,TRUE,60,1,Advanced,Business Finance,Udemy
201,Basics of investing in Mutual Funds,https://www.udemy.com/mutualfundinvesting/,TRUE,20,1.5,Intermediate,Business Finance,Udemy
202,A Value Investing Approach to the Stock Market,https://www.udemy.com/start-investing-the-right-way/,TRUE,20,1.5,All Levels,Business Finance,Udemy
203,Learn how to INVEST for huge profits or make it big trading!,https://www.udemy.com/learn-how-to-invest-for-huge-profits-or-make-9k-day-trading/,TRUE,50,5.5,All Levels,Business Finance,Udemy
204,"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",https://www.udemy.com/how-to-fund-your-million-dollar-idea-equity-debt-unfund/,TRUE,50,6,Intermediate,Business Finance,Udemy
205,Mastering Candlestick Charting : High Probability Trading,https://www.udemy.com/mastering-candlestick-charting/,TRUE,50,2,All Levels,Business Finance,Udemy
206,Binary Options Course - Level 2,https://www.udemy.com/binary-options-course-level-2/,FALSE,0,2,Intermediate,Business Finance,Udemy
207,Stock Technical Analysis with R,https://www.udemy.com/stock-technical-analysis-with-r/,TRUE,50,7,All Levels,Business Finance,Udemy
208,"Get to know the VIX Index (aka 'The Fear Index)""",https://www.udemy.com/vix-index/,TRUE,60,1,All Levels,Business Finance,Udemy
209,Apply finance concepts for smart project management,https://www.udemy.com/apply-finance-concepts-for-smart-project-management/,FALSE,0,2,Beginner,Business Finance,Udemy
210,Introduction to Futures Trading and Live Trade Demonstration,https://www.udemy.com/introduction-to-futures-trading-and-live-trading-futures/,TRUE,60,0.716666667,Advanced,Business Finance,Udemy
211,Crowdfunding to Win,https://www.udemy.com/crowdfunding-to-win/,TRUE,40,1.5,All Levels,Business Finance,Udemy
212,Comprehensive Forex Mastery Program,https://www.udemy.com/forex-mastery/,TRUE,45,10,All Levels,Business Finance,Udemy
213,Preparation of Consolidated Financial Statements (Basic),https://www.udemy.com/preparation-of-consolidated-financial-statements-basic/,FALSE,0,1.5,Intermediate,Business Finance,Udemy
214,Succeed in Bonds Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-bonds-even-if-you-dont-know-where-to-start/,TRUE,200,1,All Levels,Business Finance,Udemy
215,Learn to Trade for Profit: Ten Most Profitable Trading Rules,https://www.udemy.com/trading-stocks-successfully-ten-rules-of-successful-trading/,TRUE,95,2,All Levels,Business Finance,Udemy
216,Succeed in Lotto Even if You Don't Know Where to Start!,https://www.udemy.com/succeed-in-lotto-even-if-you-dont-know-where-to-start/,TRUE,20,1.5,All Levels,Business Finance,Udemy
217,CFA Corporate Finance Level 2,https://www.udemy.com/advanced-capital-budgeting-techniques/,TRUE,50,17.5,All Levels,Business Finance,Udemy
218,Pin Bars: The Most Powerful Forex Trading Signal,https://www.udemy.com/make-money-in-forex-using-pin-bars/,TRUE,200,1,All Levels,Business Finance,Udemy
219,Stock Options Trades Using Interactive Brokers,https://www.udemy.com/stock-options-trades-using-interactive-brokers/,TRUE,95,1,Intermediate,Business Finance,Udemy
220,Introduction to Options - Strategies For Consistent Profits,https://www.udemy.com/introduction-to-options-start-trading-now/,TRUE,40,4.5,All Levels,Business Finance,Udemy
221,Risk in Forex Transactions - for CA / CS / CFA exams,https://www.udemy.com/forex-risks/,TRUE,20,1,All Levels,Business Finance,Udemy
222,Basics of Business Statistics (College Level),https://www.udemy.com/statistics-for-accounting-and-finance-professionals/,TRUE,20,2,All Levels,Business Finance,Udemy
223,"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",https://www.udemy.com/trading-seasonal-price-patterns-in-stocks-futures-forex/,TRUE,200,2,Beginner,Business Finance,Udemy
224,Interpreting Financial Statements,https://www.udemy.com/financialstatements/,TRUE,20,1.5,Beginner,Business Finance,Udemy
225,Introduction to Bookkeeping (Accounting),https://www.udemy.com/introduction-to-bookkeeping/,TRUE,20,12,Beginner,Business Finance,Udemy
226,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,https://www.udemy.com/advanced-credit-spreads/,TRUE,60,2,Intermediate,Business Finance,Udemy
227,Investment Banking: How to Land a Job on Wall Street,https://www.udemy.com/how-to-land-a-job-on-wall-street/,TRUE,75,3.5,All Levels,Business Finance,Udemy
228,Learn To Invest In Index Funds and ETFs In 7 Easy Steps,https://www.udemy.com/invest-in-index-funds-and-etfs-in-7-easy-steps/,TRUE,20,1,All Levels,Business Finance,Udemy
229,Financial modeling: Build a multiples valuation model,https://www.udemy.com/how-to-do-a-multiples-based-valuation-of-a-company/,TRUE,20,1.5,All Levels,Business Finance,Udemy
230,Trade Recap I - A Real Look at Futures Options Markets,https://www.udemy.com/d-levels-trade-recap-jan-17th-feb-5th-2014/,TRUE,20,1.5,Beginner,Business Finance,Udemy
231,Advanced Stock Options for Serious Equity Investors!,https://www.udemy.com/bullet-proof-options-controlled-leverage-investing-secrets/,TRUE,200,1.5,Advanced,Business Finance,Udemy
232,Trading Binary Options for Fun and Profit,https://www.udemy.com/trading-binary-options-for-fun-and-profit/,TRUE,20,2,All Levels,Business Finance,Udemy
233,CFA: Fast Track your career in Finance,https://www.udemy.com/cfapreparebetter/,TRUE,20,2,Beginner,Business Finance,Udemy
234,How to be a Profitable Forex Trader,https://www.udemy.com/making-money-in-forex-market/,TRUE,20,0.683333333,All Levels,Business Finance,Udemy
235,Excel Dashboard - Interactive Excel Dashboard and Charts,https://www.udemy.com/interactive-charts-in-excel/,TRUE,30,3,All Levels,Business Finance,Udemy
236,Accounting 101: Learn Business Finance Forecasting in 60mins,https://www.udemy.com/cashflow-forecasting-made-easy-learn-it-in-40-mins/,TRUE,95,1.5,All Levels,Business Finance,Udemy
237,The Securities Trade Lifecycle,https://www.udemy.com/the-securities-trade-lifecycle/,TRUE,50,4,All Levels,Business Finance,Udemy
238,Double your Forex Account using the MAGIC MA trading robot,https://www.udemy.com/double-your-forex-account-using-the-magic-ma-robot/,TRUE,65,2.5,Intermediate,Business Finance,Udemy
239,Technical Analysis 101: How to Profit During Market Crashes,https://www.udemy.com/profit-from-stock-market-crashes-the-short-selling-strategy/,TRUE,95,2,All Levels,Business Finance,Udemy
240,Advanced Accounting for Investment Banking,https://www.udemy.com/advanced-accounting-for-investment-banking/,TRUE,50,4,Intermediate,Business Finance,Udemy
241,Investing In Stocks With 10 Simple Rules,https://www.udemy.com/value-investing-rules/,TRUE,95,2,All Levels,Business Finance,Udemy
242,Venture Capital. What is it and Why it Matters to You!,https://www.udemy.com/venture-capital-sector-overview-what-is-it-and-why-it-matters-to-you/,TRUE,50,2.5,All Levels,Business Finance,Udemy
243,Cash Flow Valuation: Develop Your Financial Literacy,https://www.udemy.com/financial-literacy-basics/,TRUE,105,2,All Levels,Business Finance,Udemy
244,Direction-Independ Trading - Elite Forex Traders  Strategy,https://www.udemy.com/direction-independ-trading-elite-traders-forex-strategy/,TRUE,120,2.5,All Levels,Business Finance,Udemy
245,How to Become a Financial Analyst from Scratch!,https://www.udemy.com/become-a-financial-analyst-from-scratch-n1/,TRUE,40,5,Beginner,Business Finance,Udemy
246,First Steps to Trading the Forexmarkets : Technical Analysis,https://www.udemy.com/first-steps-to-trading-the-forexmarkets-technical-analysis/,TRUE,35,3.5,Beginner,Business Finance,Udemy
247,Financial analysis: Compare performance of companies,https://www.udemy.com/financial-performance-analysis/,TRUE,20,1,All Levels,Business Finance,Udemy
248,Forex for Beginners: Easy Forex Trading for Beginners,https://www.udemy.com/forex-for-beginners-easy-forex-trading-for-beginners/,FALSE,0,1,Beginner,Business Finance,Udemy
249,Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),https://www.udemy.com/crowdfund-investing-101-the-basics-of-equity-crowdfunding/,FALSE,0,0.533333333,Beginner,Business Finance,Udemy
250,Read financial statements like a pro,https://www.udemy.com/read-financial-statements-in-5-minutes/,TRUE,50,4,Intermediate,Business Finance,Udemy
251,10 Numbers Every Business Owner Should Know,https://www.udemy.com/10-numbers-every-business-owner-should-know/,TRUE,20,1,All Levels,Business Finance,Udemy
252,Learn How To Trade Gold In 2017,https://www.udemy.com/learn-how-to-trade-gold-in-2017/,TRUE,200,1,All Levels,Business Finance,Udemy
253,IAS 18 - Revenue,https://www.udemy.com/ias-18-revenue/,FALSE,0,4.5,All Levels,Business Finance,Udemy
254,Forex Trading: The High ROI Forex Trading End of Day Course,https://www.udemy.com/the-high-roi-forex-trading-end-of-day-course/,TRUE,125,2.5,Intermediate,Business Finance,Udemy
255,Fundraise the Simplified Way: A Crowdfunding Blueprint,https://www.udemy.com/fundraise-the-simplified-way-a-crowdfunding-blueprint/,TRUE,35,1,All Levels,Business Finance,Udemy
256,Fundamentals of Accounting for Business Owners,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,TRUE,20,2.5,Beginner,Business Finance,Udemy
257,Practical Financial Statement Analysis,https://www.udemy.com/practical-financial-statement-analysis/,TRUE,75,4.5,All Levels,Business Finance,Udemy
258,Forex Management - Detailed Study for CA / CS / CFA Exams,https://www.udemy.com/international-finance-a-comprehensive-study/,TRUE,50,3,All Levels,Business Finance,Udemy
259,Financial Statement Review 101:  How to Find Errors,https://www.udemy.com/financial-statement-review-101-how-to-find-errors/,TRUE,30,2,Beginner,Business Finance,Udemy
260,Professional Risk Manager (PRM) Certification: Level 1,https://www.udemy.com/professional-risk-manager-prm-certification-level-1/,TRUE,50,24,All Levels,Business Finance,Udemy
261,International Tax  - Tax Beyond boundaries,https://www.udemy.com/international-tax-course-intermediate-level/,TRUE,100,19.5,All Levels,Business Finance,Udemy
262,The Complete Financial Statement Analysis Course,https://www.udemy.com/the-complete-financial-statement-analysis-course/,TRUE,150,3,Beginner,Business Finance,Udemy
263,Advanced Excel functions,https://www.udemy.com/advanced-excel-functions-to-analyze-large-data/,TRUE,20,1.5,All Levels,Business Finance,Udemy
264,Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),https://www.udemy.com/basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading/,TRUE,200,1.5,Beginner,Business Finance,Udemy
265,Candlestick Analysis For Professional Traders,https://www.udemy.com/testing-candlesticks/,TRUE,95,2,Advanced,Business Finance,Udemy
266,Build A Career In Forex Trading- Learn Fundamental Analysis,https://www.udemy.com/build-a-career-in-forex-trading-learn-fundamental-analysis/,TRUE,200,3.5,All Levels,Business Finance,Udemy
267,Financial Modeling: Build a Complete DCF Valuation Model,https://www.udemy.com/learn-how-to-value-a-company-and-build-a-dcf-model/,TRUE,95,2.5,All Levels,Business Finance,Udemy
268,Hands-on Financial Modeling (With 6 Excel Templates),https://www.udemy.com/financial-modelling-in-excel/,TRUE,30,4,Intermediate,Business Finance,Udemy
269,CAIIB Advanced Bank Management (Part I),https://www.udemy.com/statistics-regression-analysis/,TRUE,25,20.5,All Levels,Business Finance,Udemy
270,Stock Market investment:Non financial fundamental analysis,https://www.udemy.com/stock-market-investmentnon-financial-fundamental-analysis/,TRUE,125,3,Beginner,Business Finance,Udemy
271,Learn How to Play CashFlow Game,https://www.udemy.com/learn-how-to-play-cashflow-game/,TRUE,35,1,Beginner,Business Finance,Udemy
272,Basics of Business Finance,https://www.udemy.com/basics-of-business-finance/,TRUE,30,4,Beginner,Business Finance,Udemy
273,Accounting Made Easy 2,https://www.udemy.com/accounting-made-easy-2/,TRUE,50,3,Intermediate,Business Finance,Udemy
274,"Bitcoin: el futuro del dinero, hoy",https://www.udemy.com/bitcoin-el-futuro-del-dinero-hoy/,TRUE,200,3,Intermediate,Business Finance,Udemy
